timestamp,formatted_time,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
81993789,01-01 16:46:33:789,-6,-1,0,4,2,-1,1,-2
81993836,01-01 16:46:33:836,0,-1,-4,-3,-2,-1,0,-1
81993874,01-01 16:46:33:874,-4,2,1,3,0,0,2,-2
81993934,01-01 16:46:33:934,-6,-1,1,3,8,3,0,-1
81993994,01-01 16:46:33:994,13,4,-3,13,25,17,3,-1
81994030,01-01 16:46:34:30,-3,-4,-8,-15,-5,-8,-1,0
81994090,01-01 16:46:34:90,2,0,-3,-11,3,3,1,0
81994136,01-01 16:46:34:136,-15,-5,-1,10,9,1,2,0
81994197,01-01 16:46:34:197,-12,-5,8,5,7,1,-1,-1
81994239,01-01 16:46:34:239,-5,-3,-2,-3,-9,2,1,-1
81994295,01-01 16:46:34:295,-6,1,6,-7,-1,0,0,-1
81994352,01-01 16:46:34:352,-5,-4,-6,-16,-82,-11,-12,0
81994398,01-01 16:46:34:398,8,-1,-6,-28,-21,41,-73,-11
81994458,01-01 16:46:34:458,-4,2,3,-21,-36,-1,2,-9
81994497,01-01 16:46:34:497,0,2,2,19,30,-8,-19,3
81994557,01-01 16:46:34:557,1,3,3,12,5,-1,-5,0
81994599,01-01 16:46:34:599,-5,1,-1,0,4,-4,-3,-1
81994659,01-01 16:46:34:659,-1,-35,0,2,0,-3,-4,-1
81994700,01-01 16:46:34:700,7,7,1,2,2,0,-3,0
81994759,01-01 16:46:34:759,-1,12,8,8,-1,0,-1,-1
81994797,01-01 16:46:34:797,10,2,-3,5,-5,-2,-2,1
81994857,01-01 16:46:34:857,-19,0,4,10,40,6,-54,3
81994900,01-01 16:46:34:900,3,-4,-1,-11,16,-7,2,-2
81994961,01-01 16:46:34:961,5,-1,12,-3,-25,-6,10,3
81995011,01-01 16:46:35:11,0,-2,15,9,6,2,-4,-1
81995059,01-01 16:46:35:59,-4,-4,-2,17,-9,-3,-1,-2
81995118,01-01 16:46:35:118,6,5,4,12,1,0,-3,-1
81995157,01-01 16:46:35:157,2,5,0,-29,0,0,0,2
81995217,01-01 16:46:35:217,8,0,-3,-4,-19,-16,9,-6
81995260,01-01 16:46:35:260,-9,5,-3,8,-71,-7,-12,4
81995320,01-01 16:46:35:320,4,-3,4,10,46,-6,-12,-2
81995371,01-01 16:46:35:371,0,1,2,9,-15,-23,-25,-2
81995420,01-01 16:46:35:420,-4,1,-1,0,-5,-1,-1,2
81995464,01-01 16:46:35:464,9,-2,-4,14,7,2,0,0
81995522,01-01 16:46:35:522,-7,6,0,-2,0,1,13,1
81995562,01-01 16:46:35:562,6,-1,2,-5,-1,-2,-2,1
81995622,01-01 16:46:35:622,-4,-3,4,1,-5,-4,-3,-7
81995659,01-01 16:46:35:659,-5,-1,-3,5,-3,-5,-4,-5
81995720,01-01 16:46:35:720,-16,-2,3,7,33,19,0,1
81995763,01-01 16:46:35:763,17,8,7,35,62,45,40,11
81995823,01-01 16:46:35:823,3,-1,0,1,-5,-7,-7,-4
81995874,01-01 16:46:35:874,-3,0,-54,1,-16,-3,-1,-2
81995922,01-01 16:46:35:922,-2,6,11,-2,-5,-3,2,2
81995982,01-01 16:46:35:982,-6,-8,-9,-35,-22,-11,-4,-2
81996020,01-01 16:46:36:20,-22,-5,1,7,-4,-8,6,-4
81996080,01-01 16:46:36:80,1,4,7,28,37,21,31,3
81996138,01-01 16:46:36:138,-2,-1,8,4,35,12,-48,1
81996183,01-01 16:46:36:183,1,5,2,2,1,11,30,7
81996234,01-01 16:46:36:234,-2,-3,0,5,-16,-4,10,6
81996282,01-01 16:46:36:282,-9,-5,0,-2,8,2,1,-2
81996340,01-01 16:46:36:340,-8,-4,-1,-1,-5,-3,4,0
81996384,01-01 16:46:36:384,-13,-1,2,-2,-1,-1,3,-1
81996437,01-01 16:46:36:437,8,15,-1,-1,-2,-2,-1,-1
81996483,01-01 16:46:36:483,9,4,-2,0,7,0,0,1
81996543,01-01 16:46:36:543,-5,-4,-9,-13,-8,-4,-3,-1
81996580,01-01 16:46:36:580,18,1,5,5,-14,-9,-3,0
81996640,01-01 16:46:36:640,10,1,-2,1,10,-9,-18,-2
81996684,01-01 16:46:36:684,-7,-4,1,14,36,13,-4,-3
81996744,01-01 16:46:36:744,-3,-5,-1,10,-7,-7,-9,-1
81996797,01-01 16:46:36:797,-5,2,9,-13,-5,1,5,-1
81996850,01-01 16:46:36:850,13,8,-6,-25,-4,1,6,1
81996880,01-01 16:46:36:880,-4,4,0,1,-5,-2,-21,2
81996940,01-01 16:46:36:940,-8,-2,-5,-9,-3,6,86,2
81997000,01-01 16:46:37:0,3,-4,-4,-1,-8,-22,-26,-8
81997039,01-01 16:46:37:39,-1,-2,-1,-3,-10,-21,-20,-8
81997097,01-01 16:46:37:97,1,-3,-5,-24,-6,0,-2,-2
81997143,01-01 16:46:37:143,7,0,-4,5,19,6,-7,0
81997203,01-01 16:46:37:203,2,17,-1,6,2,-2,1,-1
81997240,01-01 16:46:37:240,-1,21,1,4,1,-2,-8,-2
81997300,01-01 16:46:37:300,-15,-3,2,5,-1,2,4,0
81997345,01-01 16:46:37:345,-17,1,-3,3,4,1,-1,-2
81997405,01-01 16:46:37:405,0,-8,-1,-15,-15,-7,1,-4
81997443,01-01 16:46:37:443,15,3,0,11,8,12,-1,0
81997503,01-01 16:46:37:503,5,2,4,4,-19,-10,32,-6
81997547,01-01 16:46:37:547,0,-3,-4,-13,-3,-2,-11,-2
81997600,01-01 16:46:37:600,-7,2,2,-8,-9,-7,-3,0
81997660,01-01 16:46:37:660,3,-4,2,50,7,-2,-3,-2
81997705,01-01 16:46:37:705,4,-4,-1,0,-11,-5,-6,-1
81997743,01-01 16:46:37:743,3,2,1,-6,-2,-1,-2,-3
81997803,01-01 16:46:37:803,0,-3,-1,-12,-9,-1,27,-5
81997863,01-01 16:46:37:863,-2,6,4,11,56,17,7,8
81997900,01-01 16:46:37:900,5,-15,0,11,74,40,-80,-3
81997963,01-01 16:46:37:963,15,-3,-3,-9,-41,-5,25,1
81998020,01-01 16:46:38:20,6,0,-1,-3,-6,-1,15,-1
81998066,01-01 16:46:38:66,-9,1,0,0,-11,-3,7,1
81998125,01-01 16:46:38:125,0,6,0,-3,-1,3,0,0
81998163,01-01 16:46:38:163,6,4,0,-1,0,1,0,3
81998223,01-01 16:46:38:223,-7,-6,-9,-4,4,1,1,0
81998267,01-01 16:46:38:267,14,9,3,9,4,1,-1,-1
81998327,01-01 16:46:38:327,7,-1,2,-2,-9,1,-3,-1
81998379,01-01 16:46:38:379,-18,-6,-1,-7,-8,4,-20,-3
81998426,01-01 16:46:38:426,1,0,0,11,13,2,1,-1
81998486,01-01 16:46:38:486,-2,2,-2,-6,5,6,0,0
81998523,01-01 16:46:38:523,3,2,12,6,2,-5,-3,0
81998583,01-01 16:46:38:583,-5,-11,-7,6,13,2,-1,-3
81998629,01-01 16:46:38:629,-6,-1,-11,-15,-1,-1,0,0
81998689,01-01 16:46:38:689,4,-2,-2,6,-4,-5,-3,0
81998727,01-01 16:46:38:727,-15,-3,0,-1,-6,-2,-3,-2
81998794,01-01 16:46:38:794,-6,-2,-8,-11,18,1,-2,1
81998830,01-01 16:46:38:830,-15,-1,0,1,-1,0,0,-1
81998890,01-01 16:46:38:890,2,1,-3,7,-4,-1,-1,0
81998941,01-01 16:46:38:941,-8,-4,10,-2,-23,-10,-3,-4
81998989,01-01 16:46:38:989,5,-2,-5,-11,-3,3,4,4
81999048,01-01 16:46:39:48,-3,-6,-31,-3,16,20,3,0
81999087,01-01 16:46:39:87,-13,-8,-23,-15,-15,-8,-4,-6
81999147,01-01 16:46:39:147,-8,-6,26,-4,-24,-7,-5,-2
81999190,01-01 16:46:39:190,-4,-2,9,-13,-46,-20,-6,-3
81999250,01-01 16:46:39:250,-1,0,-11,-7,-27,-3,-3,-2
81999301,01-01 16:46:39:301,-1,-1,-10,-5,-31,-13,-1,-2
81999350,01-01 16:46:39:350,0,6,71,15,-11,-4,1,0
81999391,01-01 16:46:39:391,3,-3,-17,-16,15,7,4,1
81999453,01-01 16:46:39:453,-6,0,-18,-11,-21,-1,-5,0
81999504,01-01 16:46:39:504,-1,-6,-17,-19,-10,-2,-7,-2
81999556,01-01 16:46:39:556,-3,-9,-16,-22,-2,0,1,0
81999589,01-01 16:46:39:589,4,-6,-8,-13,-1,-2,-2,-2
81999651,01-01 16:46:39:651,-10,1,-9,-2,-4,-4,0,0
81999709,01-01 16:46:39:709,-1,-16,-4,-3,2,2,0,-2
81999754,01-01 16:46:39:754,11,-21,-1,-2,-7,-5,-4,1
81999813,01-01 16:46:39:813,6,-97,-5,-2,4,-23,-105,63
81999864,01-01 16:46:39:864,-117,67,-4,-14,-46,2,46,-102
81999912,01-01 16:46:39:912,-42,49,-27,99,101,-91,27,-34
81999972,01-01 16:46:39:972,-7,38,29,19,-5,-26,67,21
82000010,01-01 16:46:40:10,-16,-41,8,-12,-18,-42,5,1
82000069,01-01 16:46:40:69,8,-8,4,-1,-9,-1,-12,-10
82000128,01-01 16:46:40:128,-15,-31,-11,10,10,2,1,2
82000159,01-01 16:46:40:159,15,-8,-4,-1,-3,-1,2,-4
82000229,01-01 16:46:40:229,2,0,6,4,1,-1,-1,2
82000272,01-01 16:46:40:272,-10,-1,-8,8,-2,1,0,1
82000332,01-01 16:46:40:332,4,1,-2,-13,-3,-2,0,3
82000374,01-01 16:46:40:374,-1,-1,-5,-1,0,-2,1,1
82000434,01-01 16:46:40:434,0,2,0,1,-2,0,0,-1
82000474,01-01 16:46:40:474,-13,-3,5,13,6,6,1,-1
82000534,01-01 16:46:40:534,12,4,-3,-23,0,-1,3,0
82000572,01-01 16:46:40:572,3,1,-4,-5,0,2,-1,-2
82000632,01-01 16:46:40:632,-3,0,-5,-9,-4,-5,-2,0
82000675,01-01 16:46:40:675,-1,1,1,0,0,1,-1,0
82000735,01-01 16:46:40:735,-16,5,-17,-10,0,2,1,0
82000786,01-01 16:46:40:786,-5,13,3,-3,0,1,0,2
82000835,01-01 16:46:40:835,26,21,11,13,6,3,3,4
82000893,01-01 16:46:40:893,18,27,-1,-1,-1,0,-3,2
82000936,01-01 16:46:40:936,-39,17,9,5,4,3,1,0
82000990,01-01 16:46:40:990,-6,-52,-12,-6,-4,-3,16,-30
82001035,01-01 16:46:41:35,1,52,-32,-11,-2,-9,-58,-109
82001094,01-01 16:46:41:94,3,-58,-7,15,-4,0,17,9
82001133,01-01 16:46:41:133,-24,-117,-11,14,63,-20,-62,6
82001193,01-01 16:46:41:193,45,18,-7,-1,25,4,-15,5
82001232,01-01 16:46:41:232,-49,16,-1,-13,3,17,21,2
82001290,01-01 16:46:41:290,-14,83,12,9,13,13,5,1
82001337,01-01 16:46:41:337,10,2,-18,-17,-5,0,0,-4
82001395,01-01 16:46:41:395,-9,6,-12,-2,-3,1,-3,-3
82001433,01-01 16:46:41:433,-4,1,-9,-4,-1,0,2,0
82001494,01-01 16:46:41:494,-2,-5,-4,6,6,4,-2,-4
82001553,01-01 16:46:41:553,-3,-1,4,21,-1,-3,0,-2
82001590,01-01 16:46:41:590,4,-1,2,3,7,3,3,0
82001650,01-01 16:46:41:650,-2,-2,2,5,-5,-2,-2,-1
82001695,01-01 16:46:41:695,-4,-6,-4,5,-3,0,0,-1
82001755,01-01 16:46:41:755,1,0,0,6,-4,-2,-1,0
82001793,01-01 16:46:41:793,-2,0,-3,11,3,1,0,1
82001853,01-01 16:46:41:853,2,-20,-2,-8,1,2,1,0
82001896,01-01 16:46:41:896,-7,-8,4,4,-2,0,0,-1
82001959,01-01 16:46:41:959,-3,9,-4,-8,-6,-2,-1,1
82002009,01-01 16:46:42:9,25,0,-2,-6,-4,0,1,1
82002055,01-01 16:46:42:55,-28,-12,-3,1,5,2,3,-3
82002100,01-01 16:46:42:100,13,-5,-1,1,-4,1,-3,2
82002153,01-01 16:46:42:153,24,43,-1,-1,-5,-4,-1,6
82002213,01-01 16:46:42:213,9,-73,-5,-9,-7,-2,-36,-86
82002258,01-01 16:46:42:258,-13,54,10,-2,0,2,-6,20
82002318,01-01 16:46:42:318,1,32,-34,-31,-4,1,13,-5
82002355,01-01 16:46:42:355,-11,-18,-5,10,3,6,7,19
82002415,01-01 16:46:42:415,1,20,0,-2,-5,6,18,7
82002453,01-01 16:46:42:453,2,-8,-15,-8,-3,-1,-1,-8
82002513,01-01 16:46:42:513,-15,-21,-5,0,2,3,4,-5
82002573,01-01 16:46:42:573,4,-3,0,1,-2,2,1,0
82002595,01-01 16:46:42:595,5,7,2,4,2,-3,-2,-2
82002655,01-01 16:46:42:655,-1,-17,-21,-32,-9,-10,-3,-4
82002715,01-01 16:46:42:715,-7,4,6,23,3,-6,-4,-2
82002775,01-01 16:46:42:775,-1,2,4,22,-1,6,6,5
82002819,01-01 16:46:42:819,-2,1,-3,-16,3,2,4,2
82002880,01-01 16:46:42:880,-13,-5,2,14,0,-4,-3,-3
82002931,01-01 16:46:42:931,-5,1,4,6,4,2,1,-2
82002978,01-01 16:46:42:978,5,-5,-4,9,0,0,0,0
82003015,01-01 16:46:43:15,-35,-20,-7,-1,-2,-3,-2,-4
82003075,01-01 16:46:43:75,9,2,7,2,3,-2,-1,1
82003120,01-01 16:46:43:120,-21,37,1,-11,-10,-4,2,-4
82003182,01-01 16:46:43:182,-85,-118,13,7,-2,-43,0,-7
82003219,01-01 16:46:43:219,37,-35,-2,1,-7,32,-2,-7
82003279,01-01 16:46:43:279,3,6,8,9,6,0,-4,3
82003339,01-01 16:46:43:339,-29,35,-24,-9,-7,-5,-8,1
82003389,01-01 16:46:43:389,27,-20,1,12,-7,-2,3,-3
82003434,01-01 16:46:43:434,-25,-54,-9,-19,-32,-9,-9,7
82003482,01-01 16:46:43:482,1,-57,13,9,-1,-5,2,15
82003542,01-01 16:46:43:542,-14,-7,-11,-12,6,2,-2,1
82003587,01-01 16:46:43:587,2,19,-6,1,-1,3,3,3
82003639,01-01 16:46:43:639,-4,6,1,2,-9,-2,-1,0
82003698,01-01 16:46:43:698,4,-1,4,-6,-2,-2,-3,1
82003743,01-01 16:46:43:743,0,3,17,13,6,0,1,1
82003794,01-01 16:46:43:794,-8,-20,-76,-31,-7,-5,-4,-4
82003842,01-01 16:46:43:842,5,4,66,3,-3,-1,-1,2
82003902,01-01 16:46:43:902,-11,-3,13,-20,-10,-2,0,-3
82003944,01-01 16:46:43:944,8,14,-14,16,8,3,-1,1
82004004,01-01 16:46:44:4,6,7,61,25,9,5,1,4
82004043,01-01 16:46:44:43,4,1,0,21,4,-3,1,2
82004104,01-01 16:46:44:104,9,21,-32,9,-1,0,3,2
82004142,01-01 16:46:44:142,-11,-15,103,-9,-2,0,-2,-4
82004208,01-01 16:46:44:208,-8,2,-29,23,3,0,2,1
82004260,01-01 16:46:44:260,-6,0,58,29,-4,-1,-9,-3
82004305,01-01 16:46:44:305,-11,-9,50,-42,-16,-11,-16,-5
82004356,01-01 16:46:44:356,-10,-3,-13,-7,3,-11,-4,5
82004404,01-01 16:46:44:404,0,-9,110,46,10,6,-3,-1
82004463,01-01 16:46:44:463,-8,-53,-68,-46,-3,16,4,-3
82004502,01-01 16:46:44:502,-4,-19,-29,8,3,2,-1,-4
82004562,01-01 16:46:44:562,0,46,-62,-14,-10,-8,0,5
82004596,01-01 16:46:44:596,-12,-13,3,2,-2,-1,-1,-1
82004665,01-01 16:46:44:665,-37,51,9,5,-3,-2,-3,-3
82004716,01-01 16:46:44:716,1,-86,-20,-6,-6,-12,-39,-35
82004764,01-01 16:46:44:764,25,-7,-13,-4,4,27,39,82
82004823,01-01 16:46:44:823,-11,1,-15,4,4,1,118,28
82004866,01-01 16:46:44:866,22,18,13,-4,-1,2,-8,33
82004920,01-01 16:46:44:920,16,50,49,1,-9,-5,-30,-29
82004971,01-01 16:46:44:971,20,-16,-36,-8,2,-2,-4,16
82005025,01-01 16:46:45:25,18,-12,2,-5,2,2,3,5
82005064,01-01 16:46:45:64,-13,12,-10,-4,0,-4,-2,-2
82005124,01-01 16:46:45:124,-7,-3,-27,-6,5,6,0,-1
82005182,01-01 16:46:45:182,-1,5,-49,-11,-16,-11,-5,-4
82005228,01-01 16:46:45:228,-2,-9,10,-9,4,-1,-1,-2
82005279,01-01 16:46:45:279,4,11,68,16,3,3,3,3
82005327,01-01 16:46:45:327,-3,0,71,4,-9,-7,-7,-5
82005364,01-01 16:46:45:364,1,18,15,-8,-3,-1,-1,1
82005423,01-01 16:46:45:423,-3,-11,-4,-6,-6,-1,-1,-1
82005484,01-01 16:46:45:484,7,22,14,12,6,4,4,2
82005534,01-01 16:46:45:534,-12,-51,99,-20,-10,-10,-11,-11
82005586,01-01 16:46:45:586,-3,7,2,-8,3,6,1,-2
82005625,01-01 16:46:45:625,-4,1,-50,-27,-6,-3,-1,0
82005685,01-01 16:46:45:685,-1,-5,-66,-30,-7,-5,-4,-5
82005744,01-01 16:46:45:744,8,3,50,14,0,-12,-2,3
82005790,01-01 16:46:45:790,4,0,84,18,3,11,9,2
82005843,01-01 16:46:45:843,10,6,-54,-26,9,10,3,1
82005886,01-01 16:46:45:886,-8,-10,37,14,-4,2,-1,-2
82005946,01-01 16:46:45:946,-25,0,-15,3,6,1,3,-3
82005985,01-01 16:46:45:985,3,40,-31,-32,-6,-7,-3,-1
82006045,01-01 16:46:46:45,-5,-3,-11,43,0,-3,-3,3
82006083,01-01 16:46:46:83,-3,-45,-27,-10,-10,-5,2,-4
82006144,01-01 16:46:46:144,102,3,31,0,-2,0,10,76
82006202,01-01 16:46:46:202,8,23,-7,-3,-5,-13,-44,-47
82006248,01-01 16:46:46:248,-3,7,57,65,7,-2,17,-29
82006285,01-01 16:46:46:285,-1,-32,-2,3,-1,-64,1,32
82006345,01-01 16:46:46:345,9,2,10,-8,-1,4,-12,17
82006405,01-01 16:46:46:405,2,-15,-52,17,9,4,-2,-15
82006443,01-01 16:46:46:443,-8,2,10,-6,-8,9,-4,-6
82006503,01-01 16:46:46:503,-2,7,-6,-5,-5,-3,1,-6
82006556,01-01 16:46:46:556,-4,41,-11,-2,6,3,0,4
82006608,01-01 16:46:46:608,3,-38,-49,9,6,3,-1,-4
82006645,01-01 16:46:46:645,0,-6,-48,-14,-24,-11,-6,-5
82006705,01-01 16:46:46:705,-3,-3,-51,4,12,0,2,-1
82006749,01-01 16:46:46:749,2,13,8,7,4,-2,-2,0
82006809,01-01 16:46:46:809,9,-3,43,-5,-1,-1,-3,1
82006863,01-01 16:46:46:863,-12,-25,-68,6,-5,-6,-4,-2
82006908,01-01 16:46:46:908,-11,-2,29,1,-7,-5,3,1
82006945,01-01 16:46:46:945,9,6,-29,4,1,-1,-6,-4
82007005,01-01 16:46:47:5,9,-3,-1,10,4,4,0,1
82007065,01-01 16:46:47:65,-3,-26,27,4,-1,-6,0,0
82007118,01-01 16:46:47:118,17,6,-118,-16,10,3,5,3
82007148,01-01 16:46:47:148,5,-4,-71,-48,-8,6,-1,1
82007207,01-01 16:46:47:207,-7,-3,-30,4,-1,0,4,2
82007268,01-01 16:46:47:268,2,-2,27,-4,-9,-7,-3,-11
82007305,01-01 16:46:47:305,-9,-62,103,11,0,1,-2,-6
82007365,01-01 16:46:47:365,17,9,-29,-14,1,4,-61,17
82007424,01-01 16:46:47:424,-31,-22,46,8,4,7,47,-60
82007471,01-01 16:46:47:471,-5,109,20,20,-2,-1,35,-64
82007508,01-01 16:46:47:508,61,-87,24,-28,-27,-7,10,23
82007574,01-01 16:46:47:574,-68,124,16,-21,-6,27,-33,1
82007629,01-01 16:46:47:629,-14,-56,2,2,-1,-4,3,-10
82007674,01-01 16:46:47:674,-2,1,79,18,7,-1,13,16
82007724,01-01 16:46:47:724,-11,-30,33,7,0,4,1,-5
82007779,01-01 16:46:47:779,-1,-10,-54,-17,0,0,1,-5
82007832,01-01 16:46:47:832,6,17,81,13,-3,-4,-2,-1
82007875,01-01 16:46:47:875,2,8,127,25,14,5,2,2
82007927,01-01 16:46:47:927,-2,-5,-4,-4,-11,-2,-1,-3
82007952,01-01 16:46:47:952,-2,-16,-28,-7,-11,-6,1,2
82008034,01-01 16:46:48:34,-5,0,99,3,0,-1,0,-1
82008072,01-01 16:46:48:72,-22,-28,38,-6,-2,-1,-4,-6
82008132,01-01 16:46:48:132,3,-1,22,3,5,1,2,-1
82008191,01-01 16:46:48:191,-16,-14,24,6,0,2,0,-3
82008235,01-01 16:46:48:235,7,13,-86,-19,1,-1,-2,2
82008286,01-01 16:46:48:286,0,12,-32,-20,-2,-4,0,0
82008346,01-01 16:46:48:346,-8,-7,52,5,-3,-4,-1,-2
82008394,01-01 16:46:48:394,7,1,23,2,-3,0,-4,-5
82008432,01-01 16:46:48:432,-15,6,24,4,4,0,4,0
82008497,01-01 16:46:48:497,-26,-9,7,-1,0,-1,1,-13
82008550,01-01 16:46:48:550,-8,-47,26,14,7,9,7,-36
82008595,01-01 16:46:48:595,-49,-109,-17,3,2,1,2,-25
82008646,01-01 16:46:48:646,15,62,-23,3,3,1,1,22
82008694,01-01 16:46:48:694,7,21,-30,-17,-10,-2,-4,1
82008754,01-01 16:46:48:754,-24,-7,35,-24,-7,0,2,6
82008804,01-01 16:46:48:804,1,-34,-41,-4,-9,-4,-3,-5
82008849,01-01 16:46:48:849,-5,-1,10,13,25,1,0,-4
82008897,01-01 16:46:48:897,0,7,23,16,12,3,0,3
82008956,01-01 16:46:48:956,9,-9,-47,-29,-2,13,4,2
82008994,01-01 16:46:48:994,-17,-17,-4,-42,-10,15,1,-1
82009052,01-01 16:46:49:52,-15,-29,-4,-2,-9,-4,-7,-6
82009097,01-01 16:46:49:97,1,-26,-41,-26,-12,-2,0,-1
82009158,01-01 16:46:49:158,15,37,11,28,2,1,-2,0
82009209,01-01 16:46:49:209,9,3,-34,-54,-13,-4,0,2
82009256,01-01 16:46:49:256,-5,10,65,-40,0,0,-2,0
82009294,01-01 16:46:49:294,-6,-28,-13,-11,-5,1,6,3
82009354,01-01 16:46:49:354,-6,-33,-62,-8,9,3,3,0
82009414,01-01 16:46:49:414,3,-28,-72,-7,5,3,-3,3
82009457,01-01 16:46:49:457,-2,-9,31,24,-9,-6,3,3
82009518,01-01 16:46:49:518,5,9,-5,-22,-7,-6,-6,-1
82009569,01-01 16:46:49:569,9,70,33,9,5,9,9,16
82009617,01-01 16:46:49:617,-3,-40,9,-5,-2,5,-1,-2
82009675,01-01 16:46:49:675,21,-36,-38,2,-8,-1,1,-1
82009719,01-01 16:46:49:719,-1,-13,26,-13,-4,-2,0,-2
82009774,01-01 16:46:49:774,15,-8,62,7,0,0,3,3
82009819,01-01 16:46:49:819,-10,-12,-2,18,-5,-7,-5,-3
82009877,01-01 16:46:49:877,-3,-2,-67,18,5,5,1,-3
82009915,01-01 16:46:49:915,-15,-26,127,38,9,8,7,-1
82009975,01-01 16:46:49:975,-4,24,43,-11,0,-2,-1,1
82010012,01-01 16:46:50:12,11,-21,-39,23,4,0,0,3
82010072,01-01 16:46:50:72,-6,24,17,12,-8,0,1,1
82010132,01-01 16:46:50:132,-3,8,-83,-15,-6,-13,-3,2
82010177,01-01 16:46:50:177,8,-4,-74,-27,-7,-5,-1,-1
82010215,01-01 16:46:50:215,7,-58,6,1,2,5,3,1
82010275,01-01 16:46:50:275,-9,13,50,-15,12,8,0,-3
82010335,01-01 16:46:50:335,15,-16,10,15,5,17,15,10
82010372,01-01 16:46:50:372,2,4,-20,6,-2,5,0,-1
82010431,01-01 16:46:50:431,-2,8,61,23,6,4,0,1
