timestamp,formatted_time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,roll_w,pitch_w,yaw_w,rssi,pose 
81984234,01-01 16:46:24:234,-0.901367,0.0942383,0.355469,-35.125,-134.5,-99.1875,9,15,16,-53,unknown
81984272,01-01 16:46:24:272,-0.92041,0.0478516,0.498535,-39.8125,-164.75,-125.938,8,14,16,-53,unknown
81984332,01-01 16:46:24:332,-0.841797,-0.0957031,0.736816,-34.0625,-192.5,-150,8,13,15,-53,unknown
81984372,01-01 16:46:24:372,-0.641602,-0.239258,0.841309,-19.125,-170.438,-147,8,12,15,-53,unknown
81984414,01-01 16:46:24:414,-0.52002,-0.256348,0.913574,-4.4375,-149.875,-139.375,7,12,15,-53,unknown
81984474,01-01 16:46:24:474,-0.253906,-0.379395,0.979492,11.5,-134.75,-116.438,7,11,15,-53,unknown
81984535,01-01 16:46:24:535,-0.148438,-0.445312,1.04346,13.75,-97.375,-82.4375,7,10,14,-53,unknown
81984573,01-01 16:46:24:573,-0.134766,-0.416016,1.09766,7.625,-68.5,-66.5625,7,9,14,-53,unknown
81984632,01-01 16:46:24:632,-0.0830078,-0.432617,1.10596,-13.25,-28.75,-42.9375,7,9,14,-53,unknown
81984672,01-01 16:46:24:672,-0.0834961,-0.482422,1.06348,-0.8125,-19.9375,-30.6875,7,9,14,-53,unknown
81984732,01-01 16:46:24:732,-0.065918,-0.463867,1.03369,13.0625,-2.125,-4.875,7,9,14,-53,unknown
81984793,01-01 16:46:24:793,-0.145508,-0.591309,1.0332,34.125,-15.125,36.125,7,9,14,-53,unknown
81984834,01-01 16:46:24:834,-0.0942383,-0.527344,0.943359,74.6875,-31.6875,70.5,8,9,14,-53,unknown
81984894,01-01 16:46:24:894,-0.090332,-0.422363,0.972656,58.625,-28.0625,119.062,8,9,15,-53,unknown
81984933,01-01 16:46:24:933,-0.065918,-0.361328,0.984863,67.875,-28.0625,147.312,8,9,15,-53,unknown
81984993,01-01 16:46:24:993,-0.0649414,-0.256836,0.993164,63.4375,-27.8125,182.5,8,9,16,-53,unknown
81985053,01-01 16:46:25:53,-0.0551758,-0.183594,0.947266,37,-27.1875,199.312,8,9,16,-53,unknown
81985092,01-01 16:46:25:92,-0.00341797,-0.192871,0.905762,19,-39.375,198.625,8,9,17,-53,unknown
81985152,01-01 16:46:25:152,0.102539,-0.0454102,0.964355,35.1875,-32,191.75,8,9,17,-53,unknown
81985197,01-01 16:46:25:197,0.182617,0.0195312,0.954102,27.875,-18.875,163.875,8,8,17,-53,unknown
81985254,01-01 16:46:25:254,0.296875,0.155762,1.02832,20.3125,-10,103.75,9,8,0,-53,unknown
81985294,01-01 16:46:25:294,0.35498,0.23584,1.08887,11.625,-3.9375,50.75,9,8,0,-53,unknown
81985354,01-01 16:46:25:354,0.313965,0.259277,1.11719,-4.8125,1.8125,-27.375,9,8,0,-53,unknown
81985391,01-01 16:46:25:391,0.275391,0.232422,1.10645,-15.125,0.3125,-74.125,9,8,0,-53,unknown
81985451,01-01 16:46:25:451,0.226562,0.0991211,1.0459,-11.6875,2.5,-124.812,9,8,0,-53,unknown
81985511,01-01 16:46:25:511,0.208008,0.0522461,0.987305,-31.1875,23.9375,-160.75,9,8,17,-53,unknown
81985555,01-01 16:46:25:555,0.146973,-0.0161133,1.01172,-26.4375,30.25,-173.25,9,8,17,-53,unknown
