,start_time,end_time,walking,running1,dribbling,idle_standing,guitar_sitting,guitar_standing,shooting,guitar_foot_on_chair,idle_sitting
0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,3.0,0.0,1.0
1,0.0,0.0,1.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0
2,0.0,0.0,3.0,0.0,0.0,0.0,116.0,0.0,0.0,1.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,1.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0
5,0.0,0.0,1.0,0.0,0.0,0.0,122.0,0.0,2.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,2.0,0.0,0.0
7,0.0,0.0,4.0,0.0,0.0,0.0,107.0,0.0,0.0,9.0,0.0
8,0.0,0.0,0.0,0.0,1.0,0.0,43.0,0.0,0.0,4.0,2.0
