,start_time,end_time,walking,running1,dribbling,idle_standing,guitar_sitting,guitar_standing,shooting,guitar_foot_on_chair,idle_sitting
0,0.0,0.0,30.0,20.0,25.0,3.0,0.0,2.0,39.0,1.0,0.0
1,0.0,0.0,18.0,16.0,17.0,0.0,0.0,3.0,63.0,3.0,0.0
2,0.0,0.0,38.0,19.0,18.0,0.0,0.0,6.0,38.0,1.0,0.0
3,0.0,0.0,10.0,17.0,40.0,0.0,0.0,3.0,49.0,1.0,0.0
4,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
