,start_time,end_time,walking,running1,dribbling,idle_standing,guitar_sitting,guitar_standing,shooting,guitar_foot_on_chair,idle_sitting
0,0.0,0.0,15.0,0.0,3.0,27.0,0.0,11.0,0.0,64.0,0.0
1,0.0,0.0,43.0,0.0,0.0,19.0,0.0,1.0,2.0,55.0,0.0
2,0.0,0.0,12.0,0.0,1.0,33.0,4.0,2.0,1.0,64.0,3.0
3,0.0,0.0,37.0,0.0,0.0,15.0,3.0,0.0,1.0,64.0,0.0
4,0.0,0.0,22.0,4.0,2.0,0.0,0.0,0.0,1.0,46.0,0.0
