timestamp,formatted_time,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1308710,12-31 18:21:48:710,6,8,0,3,1,2,-12,2
1308770,12-31 18:21:48:770,6,-1,-2,-1,-2,-2,-6,-1
1308808,12-31 18:21:48:808,9,4,1,0,-2,-2,-1,1
1308873,12-31 18:21:48:873,-6,-3,-2,-2,-3,1,0,-1
1308911,12-31 18:21:48:911,-19,-4,-2,-2,1,-1,9,0
1308971,12-31 18:21:48:971,-43,-3,-2,-1,-2,-2,7,12
1309023,12-31 18:21:49:23,-27,-2,-2,-2,-1,-1,1,10
1309070,12-31 18:21:49:70,2,1,-1,0,0,1,4,2
1309129,12-31 18:21:49:129,8,-1,-1,-1,1,1,-2,1
1309168,12-31 18:21:49:168,1,0,-1,1,0,-2,-1,0
1309226,12-31 18:21:49:226,2,-1,0,0,0,0,-1,-2
1309271,12-31 18:21:49:271,1,-1,-1,-2,-2,-2,-1,-1
1309331,12-31 18:21:49:331,-1,-1,-1,0,0,-1,0,-2
1309383,12-31 18:21:49:383,3,1,-1,0,-1,-1,-3,1
1309430,12-31 18:21:49:430,0,0,1,0,0,0,-2,-1
1309490,12-31 18:21:49:490,-7,-4,-1,-3,-18,-2,0,1
1309532,12-31 18:21:49:532,1,0,1,-1,-7,-1,-4,-1
1309592,12-31 18:21:49:592,4,4,0,0,3,0,1,0
1309633,12-31 18:21:49:633,2,4,1,1,-3,-1,-4,-1
1309693,12-31 18:21:49:693,-5,1,0,-4,-11,-4,1,-3
1309730,12-31 18:21:49:730,14,7,1,3,2,1,2,5
1309790,12-31 18:21:49:790,-8,-4,-1,-2,-2,-6,-7,-25
1309834,12-31 18:21:49:834,1,-1,0,-3,-1,0,3,5
1309885,12-31 18:21:49:885,1,-1,-1,1,0,0,2,0
1309933,12-31 18:21:49:933,-3,-1,0,0,1,0,0,0
1309991,12-31 18:21:49:991,32,5,-1,-2,-1,0,-2,1
1310051,12-31 18:21:50:51,4,-6,0,-1,-1,0,-1,15
1310089,12-31 18:21:50:89,4,-3,-1,-1,0,2,-4,2
1310148,12-31 18:21:50:148,-1,-2,-1,0,-3,0,-3,-2
1310194,12-31 18:21:50:194,-4,0,0,0,-3,-3,-11,-6
1310254,12-31 18:21:50:254,-1,0,-1,0,1,0,2,-6
1310291,12-31 18:21:50:291,8,-2,-1,-1,-2,-1,-7,-5
1310351,12-31 18:21:50:351,-4,-1,-3,1,-1,-3,5,0
1310395,12-31 18:21:50:395,-2,-2,-1,0,-3,-2,3,-2
1310459,12-31 18:21:50:459,-2,0,0,-1,-1,-1,0,1
1310494,12-31 18:21:50:494,-1,-2,-2,0,-1,0,0,-1
1310540,12-31 18:21:50:540,0,1,1,1,1,-1,-1,0
1310591,12-31 18:21:50:591,3,-3,-1,0,-1,0,0,0
1310651,12-31 18:21:50:651,-3,0,-1,-1,-1,-1,1,0
1310711,12-31 18:21:50:711,-1,1,-1,0,1,0,0,0
1310756,12-31 18:21:50:756,-1,0,-1,-2,-4,-4,-2,1
1310816,12-31 18:21:50:816,-1,2,-3,-1,0,-2,-1,-2
1310867,12-31 18:21:50:867,-5,-2,2,0,0,1,-1,-1
1310915,12-31 18:21:50:915,-1,-3,1,0,-2,4,1,0
1310951,12-31 18:21:50:951,-1,0,-2,-2,0,3,-2,-2
1311011,12-31 18:21:51:11,0,2,-1,-1,0,-1,1,-1
1311056,12-31 18:21:51:56,-2,-2,1,0,-2,0,-2,1
1311116,12-31 18:21:51:116,-7,-2,0,-1,1,-2,0,2
1311177,12-31 18:21:51:177,1,1,1,3,0,-1,-1,-1
1311228,12-31 18:21:51:228,0,2,1,-1,2,0,3,-2
1311274,12-31 18:21:51:274,-4,-1,-2,0,-1,-3,1,-1
1311334,12-31 18:21:51:334,-2,-6,-1,1,0,2,1,-1
1311371,12-31 18:21:51:371,-1,-5,-1,0,-1,0,-2,-1
1311431,12-31 18:21:51:431,2,0,0,0,1,-1,-1,-3
1311477,12-31 18:21:51:477,3,1,-3,1,0,-1,0,-2
1311537,12-31 18:21:51:537,1,-1,-2,1,-3,-1,-1,-3
1311574,12-31 18:21:51:574,-3,-1,0,1,-1,0,-1,1
1311635,12-31 18:21:51:635,1,0,0,-1,-1,-2,-2,0
1311679,12-31 18:21:51:679,-1,-1,-2,-1,0,-2,1,0
1311739,12-31 18:21:51:739,1,-1,-1,-2,-4,-1,-2,-1
1311790,12-31 18:21:51:790,-2,0,-1,-1,1,-1,0,-1
1311838,12-31 18:21:51:838,-1,0,-5,1,0,-1,-1,-1
1311875,12-31 18:21:51:875,-2,-6,-14,-15,-4,-1,0,-1
1311935,12-31 18:21:51:935,3,8,13,-5,-9,1,0,0
1311995,12-31 18:21:51:995,-1,0,8,-1,-6,0,-1,0
1312039,12-31 18:21:52:39,11,21,2,11,23,8,1,7
1312090,12-31 18:21:52:90,-10,-3,5,-1,-20,-7,-8,-9
1312138,12-31 18:21:52:138,-3,-18,-14,8,6,8,6,-1
1312198,12-31 18:21:52:198,0,2,5,-1,-2,-3,0,-2
1312240,12-31 18:21:52:240,-3,-5,-1,-1,-8,-5,-2,0
1312300,12-31 18:21:52:300,-4,-3,-6,-2,-4,-2,5,-6
1312353,12-31 18:21:52:353,35,29,4,16,7,-1,12,5
1312400,12-31 18:21:52:400,-27,-5,8,-17,-4,-8,-23,-14
1312438,12-31 18:21:52:438,6,3,17,7,8,1,6,-17
1312498,12-31 18:21:52:498,-3,-2,1,2,-8,0,5,-5
1312543,12-31 18:21:52:543,0,-1,3,2,2,4,1,-4
1312601,12-31 18:21:52:601,0,-2,0,-3,-3,-15,0,-1
1312653,12-31 18:21:52:653,-3,-7,-3,-2,10,-1,0,1
1312708,12-31 18:21:52:708,3,3,3,4,28,2,2,2
1312760,12-31 18:21:52:760,1,-1,-1,0,11,4,0,1
1312798,12-31 18:21:52:798,-1,-3,0,-2,-10,-5,-2,-4
1312858,12-31 18:21:52:858,-5,1,1,0,5,1,-1,1
1312916,12-31 18:21:52:916,0,0,-3,0,1,-1,0,0
1312961,12-31 18:21:52:961,-2,0,0,-3,0,-3,-1,-1
1313012,12-31 18:21:53:12,1,1,-3,-2,-4,-3,-3,1
1313060,12-31 18:21:53:60,0,-3,-1,-2,1,2,-1,-2
1313120,12-31 18:21:53:120,-1,-1,-1,-3,3,-4,-1,-1
1313163,12-31 18:21:53:163,-1,-2,-2,-2,-3,-1,-4,-3
1313222,12-31 18:21:53:222,1,0,0,-3,-47,-3,1,0
1313261,12-31 18:21:53:261,0,-1,2,-2,4,0,-1,0
1313323,12-31 18:21:53:323,-2,-11,-9,0,7,1,0,-2
1313360,12-31 18:21:53:360,-3,-3,1,0,1,-1,-1,0
1313420,12-31 18:21:53:420,-3,6,-1,-7,1,-3,-3,-1
1313480,12-31 18:21:53:480,0,11,5,-3,-4,1,0,-2
1313524,12-31 18:21:53:524,2,3,3,0,16,-2,-2,-1
1313584,12-31 18:21:53:584,-3,-1,1,-1,0,1,0,0
1313635,12-31 18:21:53:635,-4,-1,0,-1,0,0,0,-1
1313683,12-31 18:21:53:683,0,-1,-1,0,9,-1,0,0
1313741,12-31 18:21:53:741,-1,4,-3,0,-2,-3,1,0
1313780,12-31 18:21:53:780,3,5,-1,-2,-3,-1,0,-1
1313840,12-31 18:21:53:840,-2,-3,-1,0,1,3,-2,-2
1313884,12-31 18:21:53:884,-1,-2,-1,-1,4,-2,0,-1
1313935,12-31 18:21:53:935,-3,-1,-1,1,-2,-1,0,1
1313995,12-31 18:21:53:995,-2,-1,0,0,-3,-1,1,0
1314043,12-31 18:21:54:43,0,-1,0,-1,-1,-1,0,-1
1314085,12-31 18:21:54:85,-2,2,-1,1,-1,-1,0,-1
1314146,12-31 18:21:54:146,0,-1,-1,-2,-2,1,1,2
1314198,12-31 18:21:54:198,-1,-1,0,-2,0,-2,0,-1
1314245,12-31 18:21:54:245,-1,0,-1,-1,1,1,-1,0
1314304,12-31 18:21:54:304,-1,-1,0,-1,-2,-1,0,2
1314343,12-31 18:21:54:343,0,-2,0,1,1,-1,1,-1
1314403,12-31 18:21:54:403,0,-1,0,-1,-2,-1,1,1
1314446,12-31 18:21:54:446,-2,-1,0,0,0,0,-1,1
1314506,12-31 18:21:54:506,0,-1,-2,-1,-6,1,1,0
1314544,12-31 18:21:54:544,0,1,-1,-1,1,-1,0,-1
1314604,12-31 18:21:54:604,0,3,1,2,-1,0,1,1
1314641,12-31 18:21:54:641,-5,-11,3,-5,-17,-3,-2,-3
1314701,12-31 18:21:54:701,0,-1,-8,-1,-8,2,-1,-1
1314745,12-31 18:21:54:745,-9,-1,0,-2,7,-2,-4,-4
1314805,12-31 18:21:54:805,1,2,6,5,5,3,-4,1
1314857,12-31 18:21:54:857,4,1,2,-3,-13,-3,-3,-2
1314904,12-31 18:21:54:904,-3,-5,1,0,1,0,-1,-3
1314941,12-31 18:21:54:941,0,0,-2,0,-3,-1,0,1
1315001,12-31 18:21:55:1,-2,-5,-1,-1,-2,-2,-2,-1
1315061,12-31 18:21:55:61,0,-3,-3,-1,-1,0,-1,1
1315106,12-31 18:21:55:106,0,2,-1,1,-1,0,0,-1
1315165,12-31 18:21:55:165,-2,-1,-3,-1,1,2,-2,-2
1315204,12-31 18:21:55:204,-2,-1,-1,0,0,-1,0,2
1315264,12-31 18:21:55:264,-1,-1,-2,-1,1,-1,0,0
1315301,12-31 18:21:55:301,1,0,1,-2,1,-2,-2,-4
1315361,12-31 18:21:55:361,-1,0,0,-1,-1,-1,1,-2
1315421,12-31 18:21:55:421,-1,-1,-2,-1,0,-4,-1,0
1315467,12-31 18:21:55:467,-1,-1,0,-3,-1,0,-1,1
1315504,12-31 18:21:55:504,-1,-1,0,0,1,0,-1,-1
1315564,12-31 18:21:55:564,-1,0,-1,-2,-3,0,0,-1
1315624,12-31 18:21:55:624,-2,-5,7,-1,-10,-2,-2,0
1315661,12-31 18:21:55:661,-2,-7,-8,-5,-6,-4,0,-1
1315707,12-31 18:21:55:707,1,-7,-4,1,7,1,2,0
1315767,12-31 18:21:55:767,2,4,10,7,9,1,-1,0
1315827,12-31 18:21:55:827,-2,-10,19,5,2,-2,0,-1
1315864,12-31 18:21:55:864,-3,3,15,5,2,0,0,0
1315924,12-31 18:21:55:924,1,0,14,-2,-10,1,-1,0
1315984,12-31 18:21:55:984,-9,-29,-38,-4,-2,-6,-1,-1
1316028,12-31 18:21:56:28,-2,2,12,14,-2,1,1,3
1316067,12-31 18:21:56:67,2,0,4,0,-15,2,-4,-10
1316128,12-31 18:21:56:128,-3,-7,-2,10,35,0,4,-2
1316186,12-31 18:21:56:186,-2,-3,-1,2,-1,-2,-2,-4
1316231,12-31 18:21:56:231,-8,-6,-1,-5,-8,0,-5,-3
1316282,12-31 18:21:56:282,-4,-4,1,4,7,4,5,-4
1316330,12-31 18:21:56:330,1,3,-5,-5,-8,-4,-5,1
1316390,12-31 18:21:56:390,29,20,33,5,-6,4,18,17
1316428,12-31 18:21:56:428,15,4,0,-10,8,5,5,8
1316488,12-31 18:21:56:488,0,-4,-2,-1,-5,-6,-8,-7
1316546,12-31 18:21:56:546,8,8,-3,-9,-11,-2,-2,2
1316591,12-31 18:21:56:591,1,-2,-1,-1,2,5,-2,1
1316642,12-31 18:21:56:642,-2,-1,-3,-4,-3,-2,8,-4
1316690,12-31 18:21:56:690,1,-3,0,-2,-3,-2,-1,1
1316750,12-31 18:21:56:750,5,4,2,0,-4,-4,-1,2
1316792,12-31 18:21:56:792,-2,1,-1,-2,2,1,1,-3
1316848,12-31 18:21:56:848,-1,0,-1,0,-2,0,-2,-1
1316891,12-31 18:21:56:891,-2,0,0,-1,-1,-1,-1,0
1316951,12-31 18:21:56:951,0,1,0,1,0,-1,1,-1
1317002,12-31 18:21:57:2,0,-2,-2,-1,1,-2,0,0
1317050,12-31 18:21:57:50,1,-1,0,0,-2,-1,-1,0
1317108,12-31 18:21:57:108,0,0,1,0,1,-1,0,-1
1317152,12-31 18:21:57:152,0,-2,0,-1,-1,0,-2,-1
1317205,12-31 18:21:57:205,2,-1,4,-3,-1,-1,-1,-1
1317253,12-31 18:21:57:253,-6,-4,7,1,1,1,2,2
1317313,12-31 18:21:57:313,15,-13,3,7,-6,1,1,3
1317351,12-31 18:21:57:351,28,8,3,1,-1,4,1,-3
1317410,12-31 18:21:57:410,-10,-1,1,-3,0,-1,0,4
1317454,12-31 18:21:57:454,0,3,1,-1,-3,-2,0,1
1317514,12-31 18:21:57:514,-3,-2,-2,-1,-2,-1,0,1
1317565,12-31 18:21:57:565,-2,1,-2,0,2,-1,1,0
1317613,12-31 18:21:57:613,0,1,-1,1,0,-1,-1,-1
1317671,12-31 18:21:57:671,1,-1,-1,0,0,-2,1,-1
1317710,12-31 18:21:57:710,1,-2,1,0,0,0,-2,0
1317770,12-31 18:21:57:770,1,5,-1,-1,1,-1,0,-1
1317814,12-31 18:21:57:814,2,2,-1,0,-1,-2,-1,-1
1317874,12-31 18:21:57:874,-2,0,1,-1,-2,0,0,1
1317925,12-31 18:21:57:925,0,0,-2,-1,-1,1,1,0
1317973,12-31 18:21:57:973,2,-1,0,-1,0,0,-1,0
1318015,12-31 18:21:58:15,-1,-1,0,0,0,-1,-1,-1
1318076,12-31 18:21:58:76,0,0,0,-1,-1,-2,1,1
1318115,12-31 18:21:58:115,-1,0,-2,1,-1,0,-2,0
1318175,12-31 18:21:58:175,-1,-1,1,-1,-1,-2,-1,0
1318234,12-31 18:21:58:234,-1,-1,-2,-1,-1,-2,-1,-1
1318273,12-31 18:21:58:273,0,-1,-1,-1,0,-1,-2,-2
1318333,12-31 18:21:58:333,1,-2,-2,-1,0,0,0,-2
1318376,12-31 18:21:58:376,-7,0,6,5,3,1,1,1
1318436,12-31 18:21:58:436,-18,-1,7,-4,-11,-10,-4,-4
1318487,12-31 18:21:58:487,-5,4,1,1,-2,0,-1,-1
1318535,12-31 18:21:58:535,-2,-2,2,1,-3,3,2,1
1318573,12-31 18:21:58:573,-10,-5,-1,-1,1,0,-1,-1
1318633,12-31 18:21:58:633,0,-7,0,-2,-1,-2,-1,-1
1318693,12-31 18:21:58:693,-3,-2,-3,0,3,2,-2,-1
1318736,12-31 18:21:58:736,1,-3,-1,-1,-2,-1,0,0
1318796,12-31 18:21:58:796,-1,0,-1,0,1,0,0,0
1318847,12-31 18:21:58:847,1,-1,-1,-1,-2,-1,0,0
1318895,12-31 18:21:58:895,-4,1,-1,0,-1,0,-1,-1
1318945,12-31 18:21:58:945,0,-1,1,-1,-1,0,-2,0
1318998,12-31 18:21:58:998,-2,0,0,-2,-1,-1,1,0
1319051,12-31 18:21:59:51,1,-2,-1,0,-1,-1,0,0
1319096,12-31 18:21:59:96,-1,1,0,1,-1,-1,2,0
1319134,12-31 18:21:59:134,0,-1,0,-1,0,-1,-1,0
1319194,12-31 18:21:59:194,-1,-2,-2,-1,0,0,-1,-2
1319254,12-31 18:21:59:254,-1,0,-1,0,1,-1,1,0
1319291,12-31 18:21:59:291,-1,1,0,-1,-1,0,1,-2
1319350,12-31 18:21:59:350,0,-1,-1,0,0,1,-1,-1
1319396,12-31 18:21:59:396,0,1,-1,-1,-3,-1,-1,-1
1319456,12-31 18:21:59:456,7,-1,0,-1,-2,0,0,-2
1319493,12-31 18:21:59:493,0,-1,-2,0,-1,-2,-1,-1
1319553,12-31 18:21:59:553,-1,-1,-1,-3,0,-4,-3,1
1319598,12-31 18:21:59:598,0,-2,2,-2,-1,2,-1,-1
1319658,12-31 18:21:59:658,0,-11,-1,1,1,2,2,2
1319710,12-31 18:21:59:710,3,-10,-4,-8,-10,-3,-2,-1
1319756,12-31 18:21:59:756,-1,-7,-5,1,2,9,5,2
1319794,12-31 18:21:59:794,7,2,-4,-2,-7,0,-10,-1
1319853,12-31 18:21:59:853,-1,-1,3,4,7,8,-1,5
1319914,12-31 18:21:59:914,-5,-4,-2,-2,-2,0,-6,1
1319959,12-31 18:21:59:959,-1,2,-1,-3,1,-6,-2,-1
1320018,12-31 18:22:00:18,-2,-1,1,0,-2,-2,0,-1
1320056,12-31 18:22:00:56,1,1,0,2,-2,0,-4,0
1320116,12-31 18:22:00:116,1,0,2,1,-1,-4,1,0
1320153,12-31 18:22:00:153,-1,-2,-2,0,-1,-8,-1,-3
1320213,12-31 18:22:00:213,2,-2,0,-1,1,-3,-1,-1
1320273,12-31 18:22:00:273,1,-1,-1,-1,0,-1,0,0
1320319,12-31 18:22:00:319,-1,-2,-1,0,-1,0,-1,-2
1320356,12-31 18:22:00:356,1,0,-1,0,0,-2,1,0
1320417,12-31 18:22:00:417,-3,1,0,2,0,-2,0,-1
1320477,12-31 18:22:00:477,-2,-1,0,0,0,-1,-1,-1
1320513,12-31 18:22:00:513,1,0,1,0,0,0,0,-1
1320572,12-31 18:22:00:572,-2,0,-3,0,-3,-1,1,-1
1320620,12-31 18:22:00:620,-2,-1,0,-2,-1,-1,0,-2
1320680,12-31 18:22:00:680,-2,-1,0,-1,-1,-2,-1,0
1320722,12-31 18:22:00:722,-1,0,-1,0,1,-2,-1,0
1320782,12-31 18:22:00:782,-2,1,-1,-1,0,0,1,-2
1320821,12-31 18:22:00:821,2,0,-1,1,-2,-1,0,-1
1320882,12-31 18:22:00:882,0,1,0,-2,0,-1,0,-1
1320920,12-31 18:22:00:920,2,0,-1,0,0,-2,-1,-1
1320980,12-31 18:22:00:980,1,-1,2,3,-1,1,1,1
1321022,12-31 18:22:01:22,-2,-2,-6,-8,-12,-1,-2,0
1321083,12-31 18:22:01:83,-5,2,5,12,15,16,3,7
1321135,12-31 18:22:01:135,-2,-1,-1,-3,-2,0,-2,1
1321188,12-31 18:22:01:188,-2,3,-2,-2,-6,-4,2,13
1321241,12-31 18:22:01:241,1,-1,0,0,1,2,0,0
1321280,12-31 18:22:01:280,-2,0,-1,-1,-2,-1,0,-3
1321340,12-31 18:22:01:340,1,0,0,0,-1,5,1,0
1321383,12-31 18:22:01:383,-2,-2,-1,-2,-4,0,-2,0
1321444,12-31 18:22:01:444,0,0,-1,-1,-1,-1,0,0
1321494,12-31 18:22:01:494,-2,0,-1,-1,0,0,0,1
1321542,12-31 18:22:01:542,1,-1,0,0,2,1,1,-1
1321585,12-31 18:22:01:585,-3,-1,-2,0,-3,-1,-1,0
1321645,12-31 18:22:01:645,-1,1,-2,-1,1,-1,-1,-1
1321698,12-31 18:22:01:698,-1,-2,1,-1,-1,-1,1,0
1321743,12-31 18:22:01:743,2,0,-1,-1,0,-1,-1,1
1321795,12-31 18:22:01:795,1,-1,0,0,0,0,-1,-1
1321842,12-31 18:22:01:842,-4,0,-1,-1,0,-1,-1,0
1321902,12-31 18:22:01:902,-1,-1,1,0,-2,1,-1,0
1321945,12-31 18:22:01:945,0,-1,-2,1,0,0,0,-1
1321997,12-31 18:22:01:997,-2,-1,-1,0,-1,0,-3,-1
1322045,12-31 18:22:02:45,-1,0,1,-1,-1,0,0,0
1322105,12-31 18:22:02:105,-1,-1,-3,-2,-1,-1,0,0
1322142,12-31 18:22:02:142,-1,0,0,2,-1,-1,0,0
1322202,12-31 18:22:02:202,0,0,0,0,-2,1,-1,-1
1322261,12-31 18:22:02:261,-2,-1,-2,-2,0,-1,-3,0
1322306,12-31 18:22:02:306,-2,0,2,0,-1,1,-1,-1
1322345,12-31 18:22:02:345,-1,0,1,-1,-3,-4,0,-1
1322405,12-31 18:22:02:405,1,-1,0,-2,-6,4,-2,-2
1322465,12-31 18:22:02:465,-1,-1,-2,5,9,2,1,-1
1322502,12-31 18:22:02:502,2,1,0,-2,-5,-4,-3,-2
1322562,12-31 18:22:02:562,-2,-2,-3,-2,-5,-3,-4,-1
1322620,12-31 18:22:02:620,0,0,-2,-1,0,2,0,-1
1322666,12-31 18:22:02:666,-2,0,-1,0,-2,-2,-1,0
1322705,12-31 18:22:02:705,-1,-2,0,1,-1,3,0,0
1322765,12-31 18:22:02:765,-2,-1,-1,0,3,-4,-2,-1
1322824,12-31 18:22:02:824,1,-1,-1,-1,-3,1,0,-1
1322867,12-31 18:22:02:867,0,-1,-1,0,-2,-2,-1,-1
1322920,12-31 18:22:02:920,1,-1,0,-1,0,0,-1,1
1322975,12-31 18:22:02:975,0,0,-2,-1,0,-2,1,0
1323027,12-31 18:22:03:27,-1,-2,-3,-1,-1,0,2,0
1323065,12-31 18:22:03:65,-1,1,1,-1,0,-1,-2,0
1323125,12-31 18:22:03:125,1,0,-1,-3,0,-1,1,0
1323183,12-31 18:22:03:183,0,-1,0,0,0,0,-1,0
1323228,12-31 18:22:03:228,-1,-1,-1,1,0,-1,-1,-1
1323280,12-31 18:22:03:280,0,0,-1,0,-1,1,0,0
1323327,12-31 18:22:03:327,0,0,-2,0,0,-2,-1,0
1323387,12-31 18:22:03:387,-2,0,-1,-1,-1,-1,0,-1
1323425,12-31 18:22:03:425,0,-1,0,0,-1,1,-1,-1
1323483,12-31 18:22:03:483,-1,-1,-1,0,-1,1,0,-1
1323528,12-31 18:22:03:528,-1,-2,1,-1,3,1,1,-1
1323588,12-31 18:22:03:588,-1,0,0,0,1,-2,-1,-1
1323626,12-31 18:22:03:626,-3,-3,-2,0,0,1,-1,2
1323686,12-31 18:22:03:686,0,-1,-4,-6,-8,-4,-3,1
1323746,12-31 18:22:03:746,-1,-4,5,7,3,2,-1,2
1323783,12-31 18:22:03:783,0,-1,-2,-5,-12,-6,-4,-2
1323843,12-31 18:22:03:843,-2,0,-1,-2,-15,-8,-1,-4
1323888,12-31 18:22:03:888,-1,-1,0,-2,-6,5,1,-4
1323948,12-31 18:22:03:948,0,-3,0,-1,-7,3,-2,0
1323986,12-31 18:22:03:986,0,0,0,0,-1,-3,-1,0
1324046,12-31 18:22:04:46,-3,-3,1,1,-1,-3,-1,0
1324083,12-31 18:22:04:83,-1,0,0,0,-1,1,0,1
1324143,12-31 18:22:04:143,0,0,-1,-1,3,0,0,0
1324188,12-31 18:22:04:188,0,0,0,0,-1,1,0,0
1324249,12-31 18:22:04:249,-4,0,-2,0,-1,0,0,0
1324286,12-31 18:22:04:286,-1,1,0,-2,3,-1,-1,-1
1324346,12-31 18:22:04:346,1,-1,-1,-1,-1,-2,0,0
1324390,12-31 18:22:04:390,1,0,-1,-2,-1,1,0,0
1324450,12-31 18:22:04:450,2,1,-2,-1,0,-2,0,-1
1324502,12-31 18:22:04:502,-1,-1,-2,0,1,-1,-1,-2
1324556,12-31 18:22:04:556,-4,-1,-2,0,-2,1,1,1
1324609,12-31 18:22:04:609,1,0,0,1,-1,-2,0,0
1324646,12-31 18:22:04:646,0,-1,0,0,-4,0,0,-1
1324706,12-31 18:22:04:706,-1,-1,0,-3,-1,-1,-1,0
1324752,12-31 18:22:04:752,-1,-1,-2,1,2,-1,0,-1
1324812,12-31 18:22:04:812,-1,-1,-1,0,-2,-1,-2,0
1324849,12-31 18:22:04:849,-1,0,-1,-2,-4,-1,-2,-1
1324909,12-31 18:22:04:909,0,0,-5,-3,-2,-6,0,-1
1324969,12-31 18:22:04:969,-3,-3,-7,1,28,-8,-4,-3
1325006,12-31 18:22:05:6,-1,-8,-5,2,26,1,-3,-2
1325066,12-31 18:22:05:66,0,0,-6,-6,5,5,-4,21
1325112,12-31 18:22:05:112,-1,1,2,-1,6,-16,-3,-7
1325172,12-31 18:22:05:172,4,0,-2,-3,-2,-1,2,1
1325210,12-31 18:22:05:210,1,0,0,1,6,-9,-1,-2
1325270,12-31 18:22:05:270,-1,0,1,0,-1,1,0,0
1325313,12-31 18:22:05:313,-1,0,-1,-1,0,-2,1,1
1325373,12-31 18:22:05:373,0,-1,-3,-4,-2,-5,0,-1
1325412,12-31 18:22:05:412,-1,-1,-2,-1,-1,4,0,1
1325472,12-31 18:22:05:472,-1,-1,-1,2,0,2,-1,0
1325532,12-31 18:22:05:532,-3,0,0,1,-2,1,0,-1
1325574,12-31 18:22:05:574,3,-1,0,-2,1,0,0,-1
1325628,12-31 18:22:05:628,-1,-1,0,0,-2,0,0,0
1325675,12-31 18:22:05:675,-1,0,-2,-1,-1,0,-1,0
1325733,12-31 18:22:05:733,-1,1,-2,-2,-4,-3,-1,0
1325772,12-31 18:22:05:772,2,-1,0,-1,0,1,-3,-1
1325834,12-31 18:22:05:834,-1,1,0,0,-1,0,1,1
1325876,12-31 18:22:05:876,-3,-1,-2,-1,1,-1,-2,-3
1325936,12-31 18:22:05:936,0,-1,-1,-1,-1,-1,-1,0
1325987,12-31 18:22:05:987,-1,0,0,-2,0,-1,0,-1
1326035,12-31 18:22:06:35,-2,-1,-2,-3,2,-2,-2,-3
1326077,12-31 18:22:06:77,0,1,-1,-3,-8,1,3,3
1326132,12-31 18:22:06:132,-1,-1,-1,-5,-20,-7,-4,-1
1326191,12-31 18:22:06:191,-1,-2,1,6,56,5,2,1
1326236,12-31 18:22:06:236,-4,-2,1,4,20,-1,1,1
1326287,12-31 18:22:06:287,7,2,-2,0,2,1,1,0
1326335,12-31 18:22:06:335,1,0,1,3,3,3,-1,-1
1326392,12-31 18:22:06:392,-1,0,0,-7,-47,-2,0,-2
1326432,12-31 18:22:06:432,0,-1,-1,0,4,-2,-1,0
1326497,12-31 18:22:06:497,-1,-1,-1,1,-1,-2,-1,0
1326550,12-31 18:22:06:550,-5,-1,0,-1,-3,-2,-1,-1
1326597,12-31 18:22:06:597,10,1,0,-1,-2,-1,-1,0
1326639,12-31 18:22:06:639,9,-1,-2,-1,0,-2,1,-1
1326695,12-31 18:22:06:695,1,-1,-1,2,-1,-1,-1,-1
1326755,12-31 18:22:06:755,0,0,-1,-2,-1,-1,0,-1
1326798,12-31 18:22:06:798,-4,0,0,0,-2,1,0,-1
1326849,12-31 18:22:06:849,-2,1,-1,-1,-1,0,0,1
1326897,12-31 18:22:06:897,-1,1,-2,0,1,0,-3,0
1326957,12-31 18:22:06:957,0,-2,1,0,-2,-3,0,2
1326995,12-31 18:22:06:995,-1,-1,-1,-1,-2,-2,-1,0
1327055,12-31 18:22:07:55,0,0,0,-1,0,0,-1,0
1327098,12-31 18:22:07:98,-1,1,1,1,-1,-1,-2,-1
1327158,12-31 18:22:07:158,0,-2,-1,-1,-1,0,0,0
1327209,12-31 18:22:07:209,0,-1,0,-1,1,0,0,-1
1327257,12-31 18:22:07:257,-1,-1,0,1,0,0,-2,-1
1327317,12-31 18:22:07:317,-2,-1,0,0,-1,-2,1,0
1327355,12-31 18:22:07:355,1,1,0,0,1,-1,1,0
1327420,12-31 18:22:07:420,-2,0,0,0,-1,1,0,0
1327466,12-31 18:22:07:466,1,2,2,0,1,4,-1,1
1327520,12-31 18:22:07:520,0,-1,1,-2,-1,0,-1,1
1327557,12-31 18:22:07:557,0,4,3,-1,-2,-1,-2,-1
1327617,12-31 18:22:07:617,-1,1,1,-2,-6,-1,-2,0
1327677,12-31 18:22:07:677,0,0,-1,1,0,2,1,0
1327721,12-31 18:22:07:721,0,-1,0,-3,-2,-2,0,-2
1327772,12-31 18:22:07:772,-2,0,-1,0,-1,-2,0,-1
1327820,12-31 18:22:07:820,0,0,0,1,0,0,0,0
1327880,12-31 18:22:07:880,-1,-1,0,-1,0,-1,-1,-1
1327916,12-31 18:22:07:916,1,1,0,1,1,-1,-1,1
1327976,12-31 18:22:07:976,-6,0,-1,0,0,-2,-1,0
1328021,12-31 18:22:08:21,5,1,-1,-1,-2,-2,-28,-18
1328081,12-31 18:22:08:81,-3,0,-1,-1,0,1,4,3
1328118,12-31 18:22:08:118,1,1,-1,-1,-2,-2,3,3
1328178,12-31 18:22:08:178,-2,-1,-1,-1,-1,0,0,-2
1328238,12-31 18:22:08:238,0,-1,1,-1,-2,-1,0,-1
1328276,12-31 18:22:08:276,-1,1,-1,-1,-1,-1,-1,-1
1328337,12-31 18:22:08:337,-1,0,-1,-5,1,0,-1,0
